ngcid,yearOfDiscovery,firstname,middlenames,lastname,yearOfBirth,yearOfDeath,telType,telInch
4060,1865,Albert,,Marth,1828,1897,Reflector,48
4061,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4062,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4063,1878,David,Peck,Todd,1855,1939,Refractor,26
4064,1861,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
4065,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4066,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
4067,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4068,1789,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4069,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4070,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4071,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
4072,1872,Ralph,,Copeland,1837,1905,Reflector,72
4073,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4074,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4075,1828,John,Frederick William,Herschel,1792,1871,Reflector,18.7
4076,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4077,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4078,1865,Albert,,Marth,1828,1897,Reflector,48
4079,1828,John,Frederick William,Herschel,1792,1871,Reflector,18.7
4080,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4081,1884,Lewis,,Swift,1820,1913,Refractor,16
4082,1865,Albert,,Marth,1828,1897,Reflector,48
4083,1865,Albert,,Marth,1828,1897,Reflector,48
4084,1865,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
4085,1789,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4086,1864,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
4087,1789,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4088,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4089,1864,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
4090,1864,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
4091,1864,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
4092,1864,Heinrich,Louis,d'Arrest,1822,1875,Reflector,11
4093,1864,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
4094,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
4095,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4096,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4097,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4098,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4099,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4100,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4101,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4102,1789,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4103,1826,James,,Dunlop,1793,1848,Reflector,9
4104,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4105,1791,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4106,1791,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4107,1863,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
4108,1832,John,Frederick William,Herschel,1792,1871,Reflector,18.7
4109,1851,William,,Parsons,1800,1867,Reflector,72
4110,1848,William,,Parsons,1800,1867,Reflector,72
4111,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4112,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
4113,1831,John,Frederick William,Herschel,1792,1871,Reflector,18.7
4114,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4115,1826,John,Frederick William,Herschel,1792,1871,Reflector,18.7
4116,1851,William,,Parsons,1800,1867,Reflector,72
4117,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4118,1857,William,,Parsons,1800,1867,Reflector,72
4119,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4120,1793,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4121,1866,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
4122,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
4123,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4124,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4125,1850,John,Russell,Hind,1823,1895,Refractor,7
4126,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4127,1797,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4128,1793,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4129,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4130,1866,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
4131,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4132,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4133,1797,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4134,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4135,1881,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
4136,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4137,1881,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
4138,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4139,1863,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
4140,1863,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
4141,1789,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4142,1789,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4143,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4144,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4145,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4146,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4147,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4148,1866,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
4149,1789,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4150,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4151,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4152,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4153,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4154,1790,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4155,1885,Lewis,,Swift,1820,1913,Refractor,16
4156,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4157,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4158,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4159,1797,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4160,1886,Guillaume,,Bigourdan,1851,1932,Refractor,12
4161,1789,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4162,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4163,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4164,1878,Ernst,Wilhelm Leberecht,Tempel,1821,1889,Refractor,11
4165,1864,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
4166,1885,Ernst,Wilhelm Leberecht,Tempel,1821,1889,Refractor,11
4167,1831,John,Frederick William,Herschel,1792,1871,Reflector,18.7
4168,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4169,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
4170,1864,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
4171,1864,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
4172,1789,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
